=== PHASE A: Spawning child, writing pattern, sustained hold ===
CHECK 2026-07-30T05:46:56.058499 matches=0 nonzero=0 1520, 248.70, 1
4, 196.31, 0
CHECK 2026-07-30T05:46:56.209620 matches=0 nonzero=0 1520, 249.07, 0
4, 196.34, 0
CHECK 2026-07-30T05:46:56.491087 matches=0 nonzero=0 1520, 248.88, 0
4, 196.30, 0
CHECK 2026-07-30T05:46:56.836597 matches=0 nonzero=0 1520, 248.95, 0
4, 196.27, 0
CHECK 2026-07-30T05:46:56.983992 matches=0 nonzero=0 1520, 249.35, 1
4, 196.25, 0
CHECK 2026-07-30T05:46:57.136975 matches=0 nonzero=0 1520, 248.91, 0
4, 196.22, 0
CHECK 2026-07-30T05:46:57.278358 matches=0 nonzero=0 1520, 249.35, 0
4, 196.18, 0
CHECK 2026-07-30T05:46:57.426742 matches=0 nonzero=0 1520, 249.55, 1
4, 196.21, 0
CHECK 2026-07-30T05:46:57.568869 matches=0 nonzero=0 1520, 249.71, 1
4, 196.24, 0
CHECK 2026-07-30T05:46:57.718114 matches=0 nonzero=0 1520, 249.72, 0
4, 196.22, 0
CHECK 2026-07-30T05:46:57.860070 matches=0 nonzero=0 1520, 250.25, 1
4, 196.26, 0
CHECK 2026-07-30T05:46:58.182291 matches=0 nonzero=0 1520, 250.15, 0
4, 196.26, 0
CHECK 2026-07-30T05:46:58.330044 matches=0 nonzero=0 1520, 249.46, 0
4, 196.22, 0
CHECK 2026-07-30T05:46:58.655897 matches=0 nonzero=0 1520, 249.31, 0
4, 196.26, 0
CHECK 2026-07-30T05:46:58.808432 matches=0 nonzero=0 1520, 249.06, 1
4, 196.24, 0
CHECK 2026-07-30T05:46:58.956291 matches=0 nonzero=0 1520, 248.51, 0
4, 196.24, 0
CHECK 2026-07-30T05:46:59.104663 matches=0 nonzero=0 1520, 248.90, 1
4, 196.20, 0
CHECK 2026-07-30T05:46:59.254668 matches=0 nonzero=0 1520, 249.38, 1
4, 196.21, 0
CHECK 2026-07-30T05:46:59.523812 matches=0 nonzero=0 1520, 249.17, 0
4, 196.19, 0
CHECK 2026-07-30T05:46:59.700268 matches=0 nonzero=0 1520, 249.61, 1
4, 196.20, 0
CHECK 2026-07-30T05:46:59.957022 matches=0 nonzero=0 1520, 249.58, 0
4, 196.20, 0
CHECK 2026-07-30T05:47:00.351798 matches=0 nonzero=0 1520, 249.21, 0
4, 196.21, 0
CHECK 2026-07-30T05:47:00.612507 matches=0 nonzero=0 1520, 249.04, 0
4, 196.20, 0
CHECK 2026-07-30T05:47:00.766278 matches=0 nonzero=0 1520, 249.04, 0
4, 196.14, 0
CHECK 2026-07-30T05:47:01.122965 matches=0 nonzero=0 1520, 248.63, 0
4, 196.17, 0
CHECK 2026-07-30T05:47:01.267397 matches=0 nonzero=0 1520, 248.84, 1
4, 196.14, 0
CHECK 2026-07-30T05:47:01.603641 matches=0 nonzero=0 1520, 248.81, 0
4, 196.12, 0
CHECK 2026-07-30T05:47:01.755744 matches=0 nonzero=0 1520, 248.61, 0
4, 196.15, 0
CHECK 2026-07-30T05:47:01.908152 matches=0 nonzero=0 1520, 248.88, 1
4, 196.16, 0
CHECK 2026-07-30T05:47:02.216752 matches=0 nonzero=0 1520, 248.75, 0
4, 196.22, 0
CHECK 2026-07-30T05:47:02.358067 matches=0 nonzero=0 1520, 249.28, 0
4, 196.23, 0
CHECK 2026-07-30T05:47:02.639979 matches=0 nonzero=0 1520, 249.76, 1
4, 196.25, 0
CHECK 2026-07-30T05:47:02.930860 matches=0 nonzero=0 1520, 249.41, 0
4, 196.28, 0
CHECK 2026-07-30T05:47:03.078383 matches=0 nonzero=0 1520, 249.35, 0
4, 196.29, 0
CHECK 2026-07-30T05:47:03.226653 matches=0 nonzero=0 1520, 249.73, 1
4, 196.23, 0
CHECK 2026-07-30T05:47:03.370191 matches=0 nonzero=0 1520, 249.53, 1
4, 196.24, 0
CHECK 2026-07-30T05:47:03.515594 matches=0 nonzero=0 1520, 249.40, 0
4, 196.21, 0
CHECK 2026-07-30T05:47:03.658477 matches=0 nonzero=0 1520, 249.64, 1
4, 196.27, 0
CHECK 2026-07-30T05:47:03.944808 matches=0 nonzero=0 1520, 249.62, 0
4, 196.24, 0
CHECK 2026-07-30T05:47:04.095233 matches=0 nonzero=0 1520, 249.74, 1
4, 196.26, 0
CHECK 2026-07-30T05:47:04.388709 matches=0 nonzero=0 1520, 249.52, 0
4, 196.29, 0
CHECK 2026-07-30T05:47:04.534496 matches=0 nonzero=0 1520, 249.54, 0
4, 196.28, 0
CHECK 2026-07-30T05:47:04.714972 matches=0 nonzero=0 1520, 249.12, 0
4, 196.21, 0
CHECK 2026-07-30T05:47:04.861324 matches=0 nonzero=0 1520, 249.40, 0
4, 196.19, 0
CHECK 2026-07-30T05:47:05.006473 matches=0 nonzero=0 1520, 249.11, 0
4, 196.13, 0
CHECK 2026-07-30T05:47:05.362535 matches=0 nonzero=0 1520, 249.11, 0
4, 196.11, 0
CHECK 2026-07-30T05:47:05.513789 matches=0 nonzero=0 1520, 249.02, 0
4, 196.12, 0
CHECK 2026-07-30T05:47:05.812313 matches=0 nonzero=0 1520, 248.90, 0
4, 196.16, 0
CHECK 2026-07-30T05:47:06.102794 matches=0 nonzero=0 1520, 248.63, 1
4, 196.24, 0
CHECK 2026-07-30T05:47:06.257012 matches=0 nonzero=0 1520, 248.72, 1
4, 196.26, 0
CHECK 2026-07-30T05:47:06.414191 matches=0 nonzero=0 1520, 249.02, 1
4, 196.25, 0
CHECK 2026-07-30T05:47:06.559095 matches=0 nonzero=0 1520, 249.37, 1
4, 196.25, 0
CHECK 2026-07-30T05:47:06.709610 matches=0 nonzero=0 1520, 249.54, 1
4, 196.28, 0
CHECK 2026-07-30T05:47:06.869474 matches=0 nonzero=0 1520, 249.66, 1
4, 196.29, 0
CHECK 2026-07-30T05:47:07.014089 matches=0 nonzero=0 1520, 249.60, 1
4, 196.21, 0
CHECK 2026-07-30T05:47:07.283122 matches=0 nonzero=0 1520, 249.51, 1
4, 196.17, 0
CHECK 2026-07-30T05:47:07.429102 matches=0 nonzero=0 1520, 249.08, 1
4, 196.21, 0
CHECK 2026-07-30T05:47:07.713681 matches=0 nonzero=0 1520, 248.77, 0
4, 196.21, 0
CHECK 2026-07-30T05:47:08.020000 matches=0 nonzero=0 1520, 248.65, 0
4, 196.17, 0
CHECK 2026-07-30T05:47:08.174036 matches=0 nonzero=0 1520, 248.97, 1
4, 196.18, 0
CHECK 2026-07-30T05:47:08.319548 matches=0 nonzero=0 1520, 249.00, 0
4, 196.13, 0
CHECK 2026-07-30T05:47:08.460887 matches=0 nonzero=0 1520, 249.13, 1
4, 196.12, 0
CHECK 2026-07-30T05:47:08.728065 matches=0 nonzero=0 1520, 249.15, 0
4, 196.13, 0
CHECK 2026-07-30T05:47:08.870344 matches=0 nonzero=0 1520, 249.03, 0
4, 196.12, 0
CHECK 2026-07-30T05:47:09.017373 matches=0 nonzero=0 1520, 249.34, 1
4, 196.08, 0
CHECK 2026-07-30T05:47:09.163392 matches=0 nonzero=0 1520, 249.12, 0
4, 196.09, 0
CHECK 2026-07-30T05:47:09.549794 matches=0 nonzero=0 1520, 248.92, 0
4, 196.12, 0
CHECK 2026-07-30T05:47:09.699738 matches=0 nonzero=0 1520, 249.38, 1
4, 196.09, 0
CHECK 2026-07-30T05:47:09.938010 matches=0 nonzero=0 1520, 249.05, 0
4, 196.17, 0
CHECK 2026-07-30T05:47:10.086147 matches=0 nonzero=0 1520, 249.47, 0
4, 196.19, 0
CHECK 2026-07-30T05:47:10.230390 matches=0 nonzero=0 1520, 249.14, 1
4, 196.12, 0
CHECK 2026-07-30T05:47:10.371304 matches=0 nonzero=0 1520, 249.69, 0
4, 196.16, 0
CHECK 2026-07-30T05:47:10.733733 matches=0 nonzero=0 1520, 249.45, 0
4, 196.14, 0
CHECK 2026-07-30T05:47:10.876741 matches=0 nonzero=0 1520, 249.49, 0
4, 196.12, 0
CHECK 2026-07-30T05:47:11.026414 matches=0 nonzero=0 1520, 249.42, 1
4, 196.10, 0
CHECK 2026-07-30T05:47:11.172003 matches=0 nonzero=0 1520, 249.60, 1
4, 196.11, 0
CHECK 2026-07-30T05:47:11.318546 matches=0 nonzero=0 1520, 249.41, 0
4, 196.08, 0
CHECK 2026-07-30T05:47:11.462217 matches=0 nonzero=0 1520, 249.42, 0
4, 196.09, 0
CHECK 2026-07-30T05:47:11.614581 matches=0 nonzero=0 1520, 249.49, 1
4, 196.16, 0
CHECK 2026-07-30T05:47:11.780286 matches=0 nonzero=0 1520, 249.57, 1
4, 196.16, 0
CHECK 2026-07-30T05:47:11.937284 matches=0 nonzero=0 1520, 249.34, 0
4, 196.17, 0
CHECK 2026-07-30T05:47:12.094403 matches=0 nonzero=0 1520, 249.84, 1
4, 196.21, 0
CHECK 2026-07-30T05:47:12.242033 matches=0 nonzero=0 1520, 249.63, 1
4, 196.26, 0
CHECK 2026-07-30T05:47:12.384004 matches=0 nonzero=0 1520, 249.77, 1
4, 196.28, 0
CHECK 2026-07-30T05:47:12.530899 matches=0 nonzero=0 1520, 249.58, 0
4, 196.25, 0
CHECK 2026-07-30T05:47:12.684979 matches=0 nonzero=0 1520, 249.76, 0
4, 196.18, 0
CHECK 2026-07-30T05:47:12.828495 matches=0 nonzero=0 1520, 249.47, 1
4, 196.15, 0
CHECK 2026-07-30T05:47:12.974923 matches=0 nonzero=0 1520, 249.42, 1
4, 196.12, 0
CHECK 2026-07-30T05:47:13.123570 matches=0 nonzero=0 1520, 249.04, 0
4, 196.10, 0
CHECK 2026-07-30T05:47:13.265116 matches=0 nonzero=0 1520, 249.07, 0
4, 196.09, 0
CHECK 2026-07-30T05:47:13.412728 matches=0 nonzero=0 1520, 248.96, 1
4, 196.09, 0
CHECK 2026-07-30T05:47:13.550639 matches=0 nonzero=0 1520, 249.27, 0
4, 196.15, 0
CHECK 2026-07-30T05:47:13.829876 matches=0 nonzero=0 1520, 249.12, 0
4, 196.26, 0
CHECK 2026-07-30T05:47:13.972467 matches=0 nonzero=0 1520, 249.22, 1
4, 196.33, 0
CHECK 2026-07-30T05:47:14.117301 matches=0 nonzero=0 1520, 249.20, 0
4, 196.27, 0
CHECK 2026-07-30T05:47:14.467740 matches=0 nonzero=0 1520, 249.24, 0
4, 196.29, 0
CHECK 2026-07-30T05:47:14.613097 matches=0 nonzero=0 1520, 248.86, 1
4, 196.26, 0
CHECK 2026-07-30T05:47:14.756985 matches=0 nonzero=0 1520, 249.34, 0
4, 196.19, 0
CHECK 2026-07-30T05:47:15.040077 matches=0 nonzero=0 1520, 249.14, 1
4, 196.23, 0
CHECK 2026-07-30T05:47:15.379139 matches=0 nonzero=0 1520, 249.58, 0
4, 196.26, 0
CHECK 2026-07-30T05:47:15.544347 matches=0 nonzero=0 1520, 249.61, 0
4, 196.29, 0
CHECK 2026-07-30T05:47:15.814576 matches=0 nonzero=0 1520, 248.81, 0
4, 196.32, 0
CHECK 2026-07-30T05:47:15.956038 matches=0 nonzero=0 1520, 249.24, 0
4, 196.30, 0
CHECK 2026-07-30T05:47:16.305773 matches=0 nonzero=0 1520, 249.27, 1
4, 196.26, 0
CHECK 2026-07-30T05:47:16.451559 matches=0 nonzero=0 1520, 249.06, 1
4, 196.25, 0
CHECK 2026-07-30T05:47:16.595489 matches=0 nonzero=0 1520, 249.50, 0
4, 196.29, 0
CHECK 2026-07-30T05:47:16.950405 matches=0 nonzero=0 1520, 249.17, 0
4, 196.29, 0
CHECK 2026-07-30T05:47:17.098406 matches=0 nonzero=0 1520, 249.40, 1
4, 196.32, 0
CHECK 2026-07-30T05:47:17.394906 matches=0 nonzero=0 1520, 249.17, 0
4, 196.29, 0
CHECK 2026-07-30T05:47:17.649722 matches=0 nonzero=0 1520, 249.14, 0
4, 196.27, 0
CHECK 2026-07-30T05:47:17.791147 matches=0 nonzero=0 1520, 249.26, 0
4, 196.24, 0
CHECK 2026-07-30T05:47:18.066435 matches=0 nonzero=0 1520, 248.99, 0
4, 196.24, 0
CHECK 2026-07-30T05:47:18.216990 matches=0 nonzero=0 1520, 249.04, 1
4, 196.22, 0
CHECK 2026-07-30T05:47:18.360122 matches=0 nonzero=0 1520, 249.09, 1
4, 196.20, 0
CHECK 2026-07-30T05:47:18.509019 matches=0 nonzero=0 1520, 249.15, 1
4, 196.18, 0
CHECK 2026-07-30T05:47:18.789529 matches=0 nonzero=0 1520, 248.91, 0
4, 196.19, 0
CHECK 2026-07-30T05:47:19.124086 matches=0 nonzero=0 1520, 248.77, 0
4, 196.22, 0
CHECK 2026-07-30T05:47:19.268273 matches=0 nonzero=0 1520, 248.71, 0
4, 196.21, 0
CHECK 2026-07-30T05:47:19.418291 matches=0 nonzero=0 1520, 249.10, 1
4, 196.23, 0
CHECK 2026-07-30T05:47:19.560261 matches=0 nonzero=0 1520, 249.67, 0
4, 196.23, 0
CHECK 2026-07-30T05:47:19.899423 matches=0 nonzero=0 1520, 250.00, 1
4, 196.21, 0
CHECK 2026-07-30T05:47:20.055087 matches=0 nonzero=0 1520, 250.22, 1
4, 196.24, 0
CHECK 2026-07-30T05:47:20.341387 matches=0 nonzero=0 1520, 249.98, 0
4, 196.29, 0
CHECK 2026-07-30T05:47:20.481911 matches=0 nonzero=0 1520, 249.01, 1
4, 196.33, 0
CHECK 2026-07-30T05:47:20.756234 matches=0 nonzero=0 1520, 249.00, 0
4, 196.35, 0
CHECK 2026-07-30T05:47:20.907181 matches=0 nonzero=0 1520, 249.02, 1
4, 196.40, 0
CHECK 2026-07-30T05:47:21.056319 matches=0 nonzero=0 1520, 248.99, 1
4, 196.36, 0
CHECK 2026-07-30T05:47:21.206968 matches=0 nonzero=0 1520, 249.16, 0
4, 196.32, 0
CHECK 2026-07-30T05:47:21.478553 matches=0 nonzero=0 1520, 249.54, 1
4, 196.28, 0
CHECK 2026-07-30T05:47:21.793007 matches=0 nonzero=0 1520, 249.29, 0
4, 196.24, 0
CHECK 2026-07-30T05:47:22.117805 matches=0 nonzero=0 1520, 249.06, 0
4, 196.26, 0
CHECK 2026-07-30T05:47:22.474037 matches=0 nonzero=0 1520, 248.81, 1
4, 196.26, 0
CHECK 2026-07-30T05:47:22.833114 matches=0 nonzero=0 1520, 248.95, 1
4, 196.25, 0
CHECK 2026-07-30T05:47:23.198993 matches=0 nonzero=0 1520, 248.98, 0
4, 196.24, 0
CHECK 2026-07-30T05:47:23.347868 matches=0 nonzero=0 1520, 249.00, 0
4, 196.22, 0
CHECK 2026-07-30T05:47:23.499695 matches=0 nonzero=0 1520, 249.41, 1
4, 196.26, 0
CHECK 2026-07-30T05:47:23.650322 matches=0 nonzero=0 1520, 249.77, 1
4, 196.14, 0
CHECK 2026-07-30T05:47:23.932026 matches=0 nonzero=0 1520, 249.38, 0
4, 196.20, 0
CHECK 2026-07-30T05:47:24.073979 matches=0 nonzero=0 1520, 249.66, 0
4, 196.15, 0
CHECK 2026-07-30T05:47:24.217126 matches=0 nonzero=0 1520, 249.80, 1
4, 196.15, 0
CHECK 2026-07-30T05:47:24.367955 matches=0 nonzero=0 1520, 249.86, 1
4, 196.18, 0
CHECK 2026-07-30T05:47:24.514543 matches=0 nonzero=0 1520, 249.56, 0
4, 196.26, 0
CHECK 2026-07-30T05:47:24.823477 matches=0 nonzero=0 1520, 249.26, 0
4, 196.32, 0
CHECK 2026-07-30T05:47:24.963079 matches=0 nonzero=0 1520, 249.44, 1
4, 196.29, 0
CHECK 2026-07-30T05:47:25.109877 matches=0 nonzero=0 1520, 248.84, 1
4, 196.34, 0
CHECK 2026-07-30T05:47:25.386641 matches=0 nonzero=0 1520, 248.70, 0
4, 196.33, 0
CHECK 2026-07-30T05:47:25.530646 matches=0 nonzero=0 1520, 248.41, 0
4, 196.37, 0
CHECK 2026-07-30T05:47:25.672158 matches=0 nonzero=0 1520, 248.77, 1
4, 196.35, 0
CHECK 2026-07-30T05:47:26.034009 matches=0 nonzero=0 1520, 248.82, 1
4, 196.39, 0
CHECK 2026-07-30T05:47:26.272610 matches=0 nonzero=0 1520, 249.00, 1
4, 196.44, 0
CHECK 2026-07-30T05:47:26.620116 matches=0 nonzero=0 1520, 249.12, 1
4, 196.37, 0
CHECK 2026-07-30T05:47:26.970192 matches=0 nonzero=0 1520, 249.01, 0
4, 196.34, 0
CHECK 2026-07-30T05:47:27.332557 matches=0 nonzero=0 1520, 248.72, 0
4, 196.26, 0
CHECK 2026-07-30T05:47:27.473425 matches=0 nonzero=0 1520, 249.06, 0
4, 196.24, 0
CHECK 2026-07-30T05:47:27.620716 matches=0 nonzero=0 1520, 249.39, 1
4, 196.26, 0
CHECK 2026-07-30T05:47:27.934064 matches=0 nonzero=0 1520, 249.39, 0
4, 196.23, 0
CHECK 2026-07-30T05:47:28.074896 matches=0 nonzero=0 1520, 249.56, 1
4, 196.21, 0
CHECK 2026-07-30T05:47:28.339294 matches=0 nonzero=0 1520, 249.60, 0
4, 196.25, 0
CHECK 2026-07-30T05:47:28.480531 matches=0 nonzero=0 1520, 249.43, 1
4, 196.20, 0
CHECK 2026-07-30T05:47:28.759090 matches=0 nonzero=0 1520, 248.90, 0
4, 196.21, 0
CHECK 2026-07-30T05:47:28.901223 matches=0 nonzero=0 1520, 248.96, 1
4, 196.23, 0
CHECK 2026-07-30T05:47:29.161761 matches=0 nonzero=0 1520, 248.81, 0
4, 196.22, 0
CHECK 2026-07-30T05:47:29.313974 matches=0 nonzero=0 1520, 249.26, 0
4, 196.26, 0
CHECK 2026-07-30T05:47:29.456886 matches=0 nonzero=0 1520, 249.18, 0
4, 196.28, 0
CHECK 2026-07-30T05:47:29.606091 matches=0 nonzero=0 1520, 249.28, 1
4, 196.28, 0
CHECK 2026-07-30T05:47:29.754017 matches=0 nonzero=0 1520, 249.30, 0
4, 196.25, 0
CHECK 2026-07-30T05:47:29.900760 matches=0 nonzero=0 1520, 249.49, 1
4, 196.25, 0
CHECK 2026-07-30T05:47:30.051770 matches=0 nonzero=0 1520, 249.49, 1
4, 196.30, 0
CHECK 2026-07-30T05:47:30.196267 matches=0 nonzero=0 1520, 249.80, 1
4, 196.29, 0
CHECK 2026-07-30T05:47:30.337770 matches=0 nonzero=0 1520, 250.07, 0
4, 196.27, 0
CHECK 2026-07-30T05:47:30.480034 matches=0 nonzero=0 1520, 250.24, 0
4, 196.24, 0
CHECK 2026-07-30T05:47:30.624280 matches=0 nonzero=0 1520, 250.01, 1
4, 196.32, 0
CHECK 2026-07-30T05:47:30.946450 matches=0 nonzero=0 1520, 250.05, 0
4, 196.33, 0
CHECK 2026-07-30T05:47:31.222382 matches=0 nonzero=0 1520, 249.37, 0
4, 196.33, 0
CHECK 2026-07-30T05:47:31.374852 matches=0 nonzero=0 1520, 249.42, 1
4, 196.33, 0
CHECK 2026-07-30T05:47:31.524033 matches=0 nonzero=0 1520, 248.62, 0
4, 196.35, 0
CHECK 2026-07-30T05:47:31.672479 matches=0 nonzero=0 1520, 248.78, 0
4, 196.32, 0
CHECK 2026-07-30T05:47:31.819874 matches=0 nonzero=0 1520, 249.26, 1
4, 196.29, 0
CHECK 2026-07-30T05:47:32.113230 matches=0 nonzero=0 1520, 249.20, 0
4, 196.30, 0
CHECK 2026-07-30T05:47:32.425650 matches=0 nonzero=0 1520, 248.89, 0
4, 196.27, 0
CHECK 2026-07-30T05:47:32.579610 matches=0 nonzero=0 1520, 249.08, 1
4, 196.28, 0
CHECK 2026-07-30T05:47:32.724995 matches=0 nonzero=0 1520, 249.08, 0
4, 196.32, 0
CHECK 2026-07-30T05:47:32.867995 matches=0 nonzero=0 1520, 249.24, 0
4, 196.34, 0
CHECK 2026-07-30T05:47:33.016144 matches=0 nonzero=0 1520, 249.25, 1
4, 196.32, 0
CHECK 2026-07-30T05:47:33.279430 matches=0 nonzero=0 1520, 249.63, 1
4, 196.28, 0
CHECK 2026-07-30T05:47:33.619225 matches=0 nonzero=0 1520, 249.56, 0
4, 196.27, 0
CHECK 2026-07-30T05:47:33.763216 matches=0 nonzero=0 1520, 249.63, 1
4, 196.26, 0
CHECK 2026-07-30T05:47:34.028811 matches=0 nonzero=0 1520, 249.19, 1
4, 196.26, 0
CHECK 2026-07-30T05:47:34.276478 matches=0 nonzero=0 1520, 249.11, 1
4, 196.28, 0
CHECK 2026-07-30T05:47:34.623720 matches=0 nonzero=0 1520, 248.52, 1
4, 196.30, 0
CHECK 2026-07-30T05:47:34.987040 matches=0 nonzero=0 1520, 248.51, 0
4, 196.28, 0
CHECK 2026-07-30T05:47:35.132326 matches=0 nonzero=0 1520, 248.58, 0
4, 196.32, 0
CHECK 2026-07-30T05:47:35.273099 matches=0 nonzero=0 1520, 248.60, 1
4, 196.29, 0
CHECK 2026-07-30T05:47:35.607249 matches=0 nonzero=0 1520, 248.77, 0
4, 196.28, 0
CHECK 2026-07-30T05:47:35.750087 matches=0 nonzero=0 1520, 248.70, 0
4, 196.25, 0
CHECK 2026-07-30T05:47:35.891036 matches=0 nonzero=0 1520, 249.03, 1
4, 196.25, 0
CHECK 2026-07-30T05:47:36.144248 matches=0 nonzero=0 1520, 248.62, 0
4, 196.21, 0
CHECK 2026-07-30T05:47:36.605989 matches=0 nonzero=0 1520, 248.57, 0
4, 196.29, 0
CHECK 2026-07-30T05:47:36.829590 matches=0 nonzero=0 1520, 248.51, 0
4, 196.30, 0
CHECK 2026-07-30T05:47:36.973621 matches=0 nonzero=0 1520, 248.81, 0
4, 196.26, 0
CHECK 2026-07-30T05:47:37.251063 matches=0 nonzero=0 1520, 248.69, 0
4, 196.27, 0
CHECK 2026-07-30T05:47:37.402843 matches=0 nonzero=0 1520, 249.08, 0
4, 196.33, 0
CHECK 2026-07-30T05:47:37.684717 matches=0 nonzero=0 1520, 248.97, 1
4, 196.31, 0
CHECK 2026-07-30T05:47:37.981232 matches=0 nonzero=0 1520, 248.72, 0
4, 196.30, 0
CHECK 2026-07-30T05:47:38.129973 matches=0 nonzero=0 1520, 248.55, 0
4, 196.32, 0
CHECK 2026-07-30T05:47:38.274122 matches=0 nonzero=0 1520, 248.85, 1
4, 196.30, 0
CHECK 2026-07-30T05:47:38.582191 matches=0 nonzero=0 1520, 248.93, 0
4, 196.21, 0
CHECK 2026-07-30T05:47:38.861293 matches=0 nonzero=0 1520, 248.91, 0
4, 196.22, 0
CHECK 2026-07-30T05:47:39.014918 matches=0 nonzero=0 1520, 249.14, 1
4, 196.27, 0
CHECK 2026-07-30T05:47:39.158775 matches=0 nonzero=0 1520, 249.07, 0
4, 196.28, 0
CHECK 2026-07-30T05:47:39.624538 matches=0 nonzero=0 1520, 248.94, 1
4, 196.31, 0
CHECK 2026-07-30T05:47:39.909550 matches=0 nonzero=0 1520, 249.00, 1
4, 196.33, 0
CHECK 2026-07-30T05:47:40.065946 matches=0 nonzero=0 1520, 248.41, 1
4, 196.34, 0
CHECK 2026-07-30T05:47:40.399161 matches=0 nonzero=0 1520, 248.88, 0
4, 196.34, 0
CHECK 2026-07-30T05:47:40.549232 matches=0 nonzero=0 1520, 248.67, 0
4, 196.33, 0
CHECK 2026-07-30T05:47:41.062478 matches=0 nonzero=0 1520, 248.54, 1
4, 196.29, 0
CHECK 2026-07-30T05:47:41.429057 matches=0 nonzero=0 1520, 248.13, 0
4, 196.30, 0
CHECK 2026-07-30T05:47:41.591126 matches=0 nonzero=0 1520, 248.45, 0
4, 196.29, 0
CHECK 2026-07-30T05:47:42.024875 matches=0 nonzero=0 1520, 248.51, 0
4, 196.31, 0
CHECK 2026-07-30T05:47:42.192565 matches=0 nonzero=0 1520, 248.85, 0
4, 196.30, 0
CHECK 2026-07-30T05:47:42.475459 matches=0 nonzero=0 1520, 248.88, 0
4, 196.31, 0
CHECK 2026-07-30T05:47:42.636100 matches=0 nonzero=0 1520, 248.76, 1
4, 196.30, 0
CHECK 2026-07-30T05:47:42.783489 matches=0 nonzero=0 1520, 249.16, 0
4, 196.27, 0
CHECK 2026-07-30T05:47:43.067235 matches=0 nonzero=0 1520, 248.94, 1
4, 196.26, 0
CHECK 2026-07-30T05:47:43.354954 matches=0 nonzero=0 1520, 248.90, 0
4, 196.25, 0
CHECK 2026-07-30T05:47:43.510712 matches=0 nonzero=0 1520, 248.99, 1
4, 196.27, 0
CHECK 2026-07-30T05:47:43.670279 matches=0 nonzero=0 1520, 249.01, 1
4, 196.28, 0
CHECK 2026-07-30T05:47:43.820426 matches=0 nonzero=0 1520, 249.39, 1
4, 196.24, 0
CHECK 2026-07-30T05:47:44.180786 matches=0 nonzero=0 1520, 249.76, 0
4, 196.29, 0
CHECK 2026-07-30T05:47:44.486249 matches=0 nonzero=0 1520, 249.47, 0
4, 196.26, 0
CHECK 2026-07-30T05:47:44.629323 matches=0 nonzero=0 1520, 248.72, 0
4, 196.20, 0
CHECK 2026-07-30T05:47:45.140935 matches=0 nonzero=0 1520, 248.27, 0
4, 196.22, 0
CHECK 2026-07-30T05:47:45.454555 matches=0 nonzero=0 1520, 248.60, 1
4, 196.24, 0
CHECK 2026-07-30T05:47:45.758844 matches=0 nonzero=0 1520, 248.32, 0
4, 196.27, 0
CHECK 2026-07-30T05:47:45.920641 matches=0 nonzero=0 1520, 248.80, 0
4, 196.29, 0
CHECK 2026-07-30T05:47:46.070265 matches=0 nonzero=0 1520, 249.19, 1
4, 196.24, 0
CHECK 2026-07-30T05:47:46.355849 matches=0 nonzero=0 1520, 249.63, 0
4, 196.16, 0
CHECK 2026-07-30T05:47:46.632624 matches=0 nonzero=0 1520, 249.59, 1
4, 196.17, 0
CHECK 2026-07-30T05:47:46.943940 matches=0 nonzero=0 1520, 248.95, 0
4, 196.16, 0
CHECK 2026-07-30T05:47:47.236820 matches=0 nonzero=0 1520, 249.17, 1
4, 196.23, 0
CHECK 2026-07-30T05:47:47.476876 matches=0 nonzero=0 1520, 249.02, 1
4, 196.24, 0
CHECK 2026-07-30T05:47:47.649774 matches=0 nonzero=0 1520, 248.89, 0
4, 196.40, 0
CHECK 2026-07-30T05:47:48.221436 matches=0 nonzero=0 1520, 248.49, 1
4, 196.33, 0
CHECK 2026-07-30T05:47:48.517393 matches=0 nonzero=0 1520, 248.56, 0
4, 196.33, 0
CHECK 2026-07-30T05:47:48.669486 matches=0 nonzero=0 1520, 248.79, 1
4, 196.27, 0
CHECK 2026-07-30T05:47:49.018248 matches=0 nonzero=0 1520, 249.17, 1
4, 196.20, 0
CHECK 2026-07-30T05:47:49.309638 matches=0 nonzero=0 1520, 249.28, 1
4, 196.19, 0
CHECK 2026-07-30T05:47:49.450980 matches=0 nonzero=0 1520, 249.18, 1
4, 196.17, 0
CHECK 2026-07-30T05:47:49.799692 matches=0 nonzero=0 1520, 249.51, 0
4, 196.15, 0
CHECK 2026-07-30T05:47:50.124537 matches=0 nonzero=0 1520, 249.24, 0
4, 196.19, 0
CHECK 2026-07-30T05:47:50.386004 matches=0 nonzero=0 1520, 249.25, 0
4, 196.18, 0
CHECK 2026-07-30T05:47:50.535967 matches=0 nonzero=0 1520, 249.19, 0
4, 196.15, 0
CHECK 2026-07-30T05:47:50.817412 matches=0 nonzero=0 1520, 249.05, 0
4, 196.23, 0
CHECK 2026-07-30T05:47:51.333378 matches=0 nonzero=0 1520, 248.82, 0
4, 196.28, 0
CHECK 2026-07-30T05:47:51.478940 matches=0 nonzero=0 1520, 249.09, 1
4, 196.28, 0
CHECK 2026-07-30T05:47:51.765363 matches=0 nonzero=0 1520, 249.11, 0
4, 196.29, 0
CHECK 2026-07-30T05:47:51.917918 matches=0 nonzero=0 1520, 249.36, 0
4, 196.26, 0
CHECK 2026-07-30T05:47:52.229884 matches=0 nonzero=0 1520, 248.89, 0
4, 196.30, 0
